phase,epoch,loss,loss_d
sup,37,0.0017784835072234273,
sup,38,0.0018254336901009083,
sup,39,0.00319296563975513,
sup,40,0.0017574116354808211,
sup,41,0.0014940082328394055,
sup,42,0.0022914335131645203,
sup,43,0.001795415417291224,
sup,44,0.002136348746716976,
sup,45,0.0025005564093589783,
sup,46,0.0017429441213607788,
sup,47,0.001915293512865901,
sup,48,0.00114189344458282,
sup,49,0.0014447832945734262,
sup,50,0.001414251048117876,
sup,51,0.0018427505856379867,
sup,52,0.0011330022243782878,
sup,53,0.001558086834847927,
sup,54,0.002261211397126317,
sup,55,0.0022759491112083197,
sup,56,0.002593547571450472,
sup,57,0.0013998396461829543,
sup,58,0.0021642048377543688,
sup,59,0.0014583023730665445,
sup,60,0.0009570247493684292,
sup,61,0.0009465652983635664,
sup,62,0.0010273767402395606,
sup,63,0.0012311289319768548,
sup,64,0.0012369517935439944,
sup,65,0.001391535042785108,
sup,66,0.0015406885650008917,
sup,67,0.0019171133171766996,
sup,68,0.0014335769228637218,
sup,69,0.0012376641388982534,
sup,70,0.0016199281672015786,
sup,71,0.0015745233977213502,
sup,72,0.0011771044228225946,
sup,73,0.0008206795318983495,
sup,74,0.0011560061248019338,
sup,75,0.0009479749132879078,
sup,76,0.0008377163321711123,
sup,77,0.0009894247632473707,
sup,78,0.0015328442677855492,
sup,79,0.001632250496186316,
sup,80,0.0008744324441067874,
sup,81,0.0008678671438246965,
sup,82,0.000821038440335542,
sup,83,0.0012664359528571367,
sup,84,0.0010997795034199953,
sup,85,0.0009033596725203097,
sup,86,0.001300806412473321,
sup,87,0.0012631892459467053,
sup,88,0.0018320648232474923,
sup,89,0.0012001263676211238,
sup,90,0.0015971590764820576,
sup,91,0.0009380494593642652,
sup,92,0.0012296894565224648,
sup,93,0.001241058111190796,
sup,94,0.0009412587387487292,
sup,95,0.0011664220364764333,
sup,96,0.0009264512918889523,
sup,97,0.0010677326936274767,
sup,98,0.0026931616012007,
sup,99,0.0009556764271110296,
joint,0,0.7940602898597717,1.3922004699707031
joint,1,0.7695291638374329,1.3934944868087769
joint,2,0.7721561789512634,1.3897494077682495
joint,3,0.7591508626937866,1.3888287544250488
joint,4,0.7720052599906921,1.394684076309204
joint,5,0.7709925174713135,1.400146484375
joint,6,0.7810463309288025,1.3851332664489746
joint,7,0.763720691204071,1.3841979503631592
joint,8,0.7587038278579712,1.3855583667755127
joint,9,0.7750940918922424,1.3911997079849243
joint,10,0.7381793856620789,1.3858683109283447
joint,11,0.7761228680610657,1.3908839225769043
joint,12,0.7388814091682434,1.3600952625274658
joint,13,0.8900960683822632,1.3948103189468384
joint,14,0.715533971786499,1.3845975399017334
joint,15,0.7950519919395447,1.3857516050338745
joint,16,0.767724335193634,1.3796412944793701
joint,17,0.7845597863197327,1.3922486305236816
joint,18,0.7652390599250793,1.378008484840393
joint,19,0.7638857364654541,1.3833720684051514
joint,20,0.7873364090919495,1.3842816352844238
joint,21,0.7682820558547974,1.392568826675415
joint,22,0.7618936896324158,1.3863394260406494
joint,23,0.7669379711151123,1.3815793991088867
joint,24,0.7863559126853943,1.3805291652679443
joint,25,0.7758632898330688,1.3762481212615967
joint,26,0.7645400762557983,1.3763427734375
joint,27,0.7720411419868469,1.39840567111969
joint,28,0.7697036266326904,1.384552240371704
joint,29,0.7631927132606506,1.380735158920288
joint,30,0.7729495763778687,1.3713815212249756
joint,31,0.8054129481315613,1.418338418006897
joint,32,0.7899081110954285,1.3740324974060059
joint,33,0.7529464960098267,1.377767562866211
joint,34,0.7975382804870605,1.376910924911499
joint,35,0.7430976033210754,1.3749148845672607
joint,36,0.7802785634994507,1.3828818798065186
joint,37,0.7678372859954834,1.3926336765289307
joint,38,0.7611037492752075,1.3848028182983398
joint,39,0.7665184140205383,1.3743613958358765
joint,40,0.7609708309173584,1.3483480215072632
joint,41,0.7730862498283386,1.3986270427703857
joint,42,0.8331908583641052,1.4055249691009521
joint,43,0.818644642829895,1.3612735271453857
joint,44,0.8444281220436096,1.3201794624328613
joint,45,0.8436245918273926,1.4109398126602173
joint,46,0.793447732925415,1.4296455383300781
joint,47,0.7576626539230347,1.4060897827148438
joint,48,0.7627363801002502,1.3833104372024536
joint,49,0.766157329082489,1.3701667785644531
joint,50,0.7829781770706177,1.3513944149017334
joint,51,0.7798783779144287,1.3226587772369385
joint,52,0.7936351895332336,1.316404938697815
joint,53,0.795553982257843,1.3256897926330566
joint,54,0.8177846670150757,1.4165765047073364
joint,55,0.7873703241348267,1.4041900634765625
joint,56,0.7604065537452698,1.3939430713653564
joint,57,0.7577138543128967,1.366391897201538
joint,58,0.7922735214233398,1.3481786251068115
joint,59,0.8202827572822571,1.3743512630462646
joint,60,0.9259456992149353,1.4454271793365479
joint,61,0.7752631902694702,1.361309289932251
joint,62,0.8594284057617188,1.383230447769165
joint,63,0.8182260394096375,1.3673936128616333
joint,64,0.7576395273208618,1.3277297019958496
joint,65,0.8294821977615356,1.3327841758728027
joint,66,0.8032246828079224,1.4824334383010864
joint,67,1.1240501403808594,1.3083670139312744
joint,68,0.6624753475189209,1.4538217782974243
joint,69,0.8005061149597168,1.4754045009613037
joint,70,0.8578668236732483,1.4763386249542236
joint,71,0.7689481973648071,1.4780833721160889
joint,72,0.7528147101402283,1.4724278450012207
joint,73,0.7952494621276855,1.4124277830123901
joint,74,0.7864512205123901,1.3521052598953247
joint,75,0.7599283456802368,1.3159193992614746
joint,76,0.8001932501792908,1.259812593460083
joint,77,0.8095958828926086,1.2760436534881592
joint,78,0.8586665391921997,1.5327682495117188
joint,79,1.0495719909667969,1.5261411666870117
joint,80,0.8250397443771362,1.4061657190322876
joint,81,0.8060131072998047,1.370502233505249
joint,82,0.8100280165672302,1.352522373199463
joint,83,0.786015510559082,1.3317971229553223
joint,84,0.7986956834793091,1.3127033710479736
joint,85,0.7935090661048889,1.3130409717559814
joint,86,0.8302040696144104,1.3513829708099365
joint,87,0.8431548476219177,1.410792589187622
joint,88,0.8174980878829956,1.4096859693527222
joint,89,0.7748723030090332,1.3945677280426025
joint,90,0.7660077810287476,1.37888765335083
joint,91,0.790740966796875,1.3592787981033325
joint,92,0.7709469795227051,1.373939871788025
joint,93,0.7835853099822998,1.3489048480987549
joint,94,0.7929738759994507,1.3418610095977783
joint,95,0.7983576059341431,1.3143668174743652
joint,96,0.8076388239860535,1.2814228534698486
joint,97,0.8401198387145996,1.2452116012573242
joint,98,0.881045937538147,1.2434966564178467
joint,99,0.8552629947662354,1.3163700103759766
joint,100,1.0930653810501099,1.1609795093536377
joint,101,0.45397669076919556,2.0835392475128174
joint,102,1.3300682306289673,1.6766149997711182
joint,103,1.0987273454666138,1.4407026767730713
joint,104,0.887997567653656,1.2790632247924805
joint,105,0.8084481358528137,1.159927248954773
joint,106,0.7176749110221863,1.394104242324829
joint,107,0.976215660572052,1.5326167345046997
joint,108,1.0846350193023682,1.4213426113128662
joint,109,0.9062271118164062,1.3783376216888428
joint,110,0.8027427196502686,1.3678364753723145
joint,111,0.7701805233955383,1.363111972808838
joint,112,0.7679964303970337,1.3726595640182495
joint,113,0.789672315120697,1.3724210262298584
joint,114,0.768921434879303,1.3770930767059326
joint,115,0.7589392066001892,1.378696084022522
joint,116,0.7678302526473999,1.400956392288208
joint,117,0.7643547654151917,1.4102165699005127
joint,118,0.764356255531311,1.4035892486572266
joint,119,0.7556476593017578,1.4004263877868652
joint,120,0.7613708972930908,1.3927630186080933
joint,121,0.7460205554962158,1.3840649127960205
joint,122,0.7525185346603394,1.3640453815460205
joint,123,0.758615255355835,1.3546974658966064
joint,124,0.7577505111694336,1.3270437717437744
joint,125,0.7733587622642517,1.2420806884765625
joint,126,0.7796720266342163,1.2007207870483398
joint,127,0.534599781036377,1.6152195930480957
joint,128,0.9302202463150024,1.7044434547424316
joint,129,1.1744252443313599,1.5324594974517822
joint,130,0.9656260013580322,1.4397454261779785
joint,131,0.8338502645492554,1.4069435596466064
joint,132,0.7754426002502441,1.392652988433838
joint,133,0.7627590894699097,1.3843591213226318
joint,134,0.7657471895217896,1.379015564918518
joint,135,0.7928443551063538,1.3666669130325317
joint,136,0.7925366163253784,1.3534364700317383
joint,137,0.7933104634284973,1.310133457183838
joint,138,0.8136263489723206,1.229287028312683
joint,139,0.8326761722564697,1.1513257026672363
joint,140,0.8099047541618347,1.0898845195770264
joint,141,0.6553524136543274,1.4796373844146729
joint,142,0.8791902661323547,1.5952131748199463
joint,143,0.9750049710273743,1.5608497858047485
joint,144,0.8923555612564087,1.472012996673584
joint,145,0.8046778440475464,1.4507708549499512
joint,146,0.7848547101020813,1.4299030303955078
joint,147,0.7622884511947632,1.4132463932037354
joint,148,0.7551960945129395,1.408300757408142
joint,149,0.7650956511497498,1.399210810661316
joint,150,0.7509660124778748,1.3936583995819092
joint,151,0.7636374831199646,1.3919472694396973
joint,152,0.7570095658302307,1.3903617858886719
joint,153,0.7695326805114746,1.3875133991241455
joint,154,0.7635740041732788,1.3858062028884888
joint,155,0.7573300004005432,1.384581208229065
joint,156,0.7521589398384094,1.3838709592819214
joint,157,0.7592780590057373,1.381670355796814
joint,158,0.7575833201408386,1.3814557790756226
joint,159,0.7759499549865723,1.3810555934906006
joint,160,0.7676758170127869,1.3744876384735107
joint,161,0.7693002820014954,1.3747267723083496
joint,162,0.7747480869293213,1.3716025352478027
joint,163,0.782606303691864,1.3692781925201416
joint,164,0.799711287021637,1.3635010719299316
joint,165,0.8532912731170654,1.3482154607772827
joint,166,0.8673214912414551,1.3499053716659546
joint,167,0.8368136882781982,1.3557946681976318
joint,168,0.7920269966125488,1.4352238178253174
joint,169,0.7399810552597046,1.4292693138122559
joint,170,0.7320519685745239,1.4032652378082275
joint,171,0.7494160532951355,1.4026308059692383
joint,172,0.7696622610092163,1.3841166496276855
joint,173,0.7568451762199402,1.3670655488967896
joint,174,0.7571007013320923,1.3434464931488037
joint,175,0.7396889925003052,1.3336501121520996
joint,176,0.7138383388519287,1.3325176239013672
joint,177,0.8060988187789917,1.378908395767212
joint,178,0.8071866035461426,1.4008285999298096
joint,179,0.8134353756904602,1.4160377979278564
joint,180,0.7872750163078308,1.4111833572387695
joint,181,0.7650361061096191,1.406914472579956
joint,182,0.7635965943336487,1.4050312042236328
joint,183,0.7562273740768433,1.399050235748291
joint,184,0.7483639121055603,1.3949617147445679
joint,185,0.7574078440666199,1.3932874202728271
joint,186,0.7642443776130676,1.3897604942321777
joint,187,0.7552731037139893,1.3858494758605957
joint,188,0.752254843711853,1.383439302444458
joint,189,0.7597775459289551,1.380018949508667
joint,190,0.7565239071846008,1.3733718395233154
joint,191,0.7526643872261047,1.368505835533142
joint,192,0.77180415391922,1.3604100942611694
joint,193,0.7732762694358826,1.3636962175369263
joint,194,0.7879999279975891,1.3695319890975952
joint,195,0.7824817299842834,1.3558881282806396
joint,196,0.739963710308075,1.3732900619506836
joint,197,0.8092544078826904,1.4090986251831055
joint,198,0.792938232421875,1.3977000713348389
joint,199,0.7525936365127563,1.393718957901001
joint,200,0.7441131472587585,1.388791561126709
joint,201,0.7543317079544067,1.3866682052612305
joint,202,0.7635717391967773,1.3833050727844238
joint,203,0.767175555229187,1.3812332153320312
joint,204,0.759642481803894,1.3780689239501953
joint,205,0.762015163898468,1.376029372215271
joint,206,0.7690855860710144,1.3666305541992188
joint,207,0.753237783908844,1.3527605533599854
joint,208,0.7528036236763,1.3346068859100342
joint,209,0.7437553405761719,1.3610788583755493
joint,210,0.754233181476593,1.4125049114227295
joint,211,0.7944069504737854,1.42372465133667
joint,212,0.7844344973564148,1.417081594467163
joint,213,0.7719050645828247,1.4144823551177979
joint,214,0.7505893707275391,1.401458740234375
joint,215,0.7492218613624573,1.4006800651550293
joint,216,0.7379076480865479,1.395214319229126
joint,217,0.7561760544776917,1.3931702375411987
joint,218,0.7576090097427368,1.392200231552124
joint,219,0.7593134641647339,1.3910191059112549
joint,220,0.7442582249641418,1.3907105922698975
joint,221,0.7518627047538757,1.3885644674301147
joint,222,0.7458019852638245,1.3874931335449219
joint,223,0.7498151063919067,1.3865525722503662
joint,224,0.7547439336776733,1.3858745098114014
joint,225,0.7470105886459351,1.385024905204773
joint,226,0.7522056698799133,1.3831393718719482
joint,227,0.7555280923843384,1.380479335784912
joint,228,0.7733437418937683,1.3790969848632812
joint,229,0.7728989720344543,1.3743672370910645
joint,230,0.7830523252487183,1.3657556772232056
joint,231,0.8007863163948059,1.3593826293945312
joint,232,0.8093166947364807,1.347414493560791
joint,233,0.8018568158149719,1.37742280960083
joint,234,0.750640869140625,1.4821175336837769
joint,235,0.747221827507019,1.43484628200531
joint,236,0.7540181279182434,1.4085402488708496
joint,237,0.7750350832939148,1.3956407308578491
joint,238,0.761339008808136,1.38290274143219
joint,239,0.7924723625183105,1.352652907371521
joint,240,0.8535162806510925,1.3104095458984375
joint,241,0.7722696661949158,1.3837885856628418
joint,242,0.8340733647346497,1.4460375308990479
joint,243,0.7995249032974243,1.4076247215270996
joint,244,0.7612281441688538,1.3987321853637695
joint,245,0.7462961077690125,1.3914999961853027
joint,246,0.7611773610115051,1.3897193670272827
joint,247,0.7611474990844727,1.3895522356033325
joint,248,0.7578369379043579,1.3874163627624512
joint,249,0.7469995021820068,1.388683795928955
joint,250,0.7418369054794312,1.387345790863037
joint,251,0.7575399875640869,1.3877480030059814
joint,252,0.753658652305603,1.3876423835754395
joint,253,0.7672291994094849,1.3862390518188477
joint,254,0.7554100751876831,1.3858941793441772
joint,255,0.7411088943481445,1.3863041400909424
joint,256,0.7523022890090942,1.386267900466919
joint,257,0.7459626793861389,1.3860390186309814
joint,258,0.7548321485519409,1.3853600025177002
joint,259,0.7483346462249756,1.3854936361312866
joint,260,0.7510613203048706,1.3848686218261719
joint,261,0.7656245827674866,1.383270025253296
joint,262,0.761768639087677,1.3802528381347656
joint,263,0.7505501508712769,1.3833646774291992
joint,264,0.7595083117485046,1.3816564083099365
joint,265,0.7579228281974792,1.375688076019287
joint,266,0.7617377042770386,1.3785609006881714
joint,267,0.7589256763458252,1.3677010536193848
joint,268,0.757190465927124,1.3767142295837402
joint,269,0.7717438340187073,1.386979579925537
joint,270,0.7596803307533264,1.3880656957626343
joint,271,0.7684172987937927,1.3962563276290894
joint,272,0.7472973465919495,1.3931913375854492
joint,273,0.7576587200164795,1.3872559070587158
joint,274,0.7481434345245361,1.3622682094573975
joint,275,0.7756218314170837,1.319364070892334
joint,276,0.7641826868057251,1.4052636623382568
joint,277,0.9069836735725403,1.444477915763855
joint,278,0.7500689029693604,1.3951222896575928
joint,279,0.7198413014411926,1.3951444625854492
joint,280,0.7516049742698669,1.3911685943603516
joint,281,0.7523826360702515,1.3886525630950928
joint,282,0.7510952949523926,1.3861223459243774
joint,283,0.7472740411758423,1.3841078281402588
joint,284,0.7567102909088135,1.38140869140625
joint,285,0.761891782283783,1.376737117767334
joint,286,0.7693377137184143,1.376583218574524
joint,287,0.7722176909446716,1.350959300994873
joint,288,0.8167325258255005,1.3264306783676147
joint,289,0.7523157000541687,1.4156346321105957
joint,290,0.7788362503051758,1.4479771852493286
joint,291,0.744594395160675,1.4004607200622559
joint,292,0.7487643361091614,1.3799805641174316
joint,293,0.7495005130767822,1.3586063385009766
joint,294,0.7361942529678345,1.3367838859558105
joint,295,0.7160062789916992,1.3279021978378296
joint,296,0.8327496647834778,1.4409974813461304
joint,297,0.887300968170166,1.4213045835494995
joint,298,0.7792869806289673,1.4099769592285156
joint,299,0.7355238199234009,1.404104232788086
