selection,profile_id,temp_zagr_min,temp_zagr_mean,temp_zagr_max,temp_zagr_start,temp_zagr_end,temp_delta,stator_winding_max,pm_max
highest_avg_temperature,46,90.40773352110419,100.49907421132026,107.06845524665363,93.59093847865735,102.61612912772789,16.660721725549436,127.50475813351343,92.91460536629928
lowest_avg_temperature,3,19.73328733444214,25.69786509338856,31.428401947021484,20.934593772888185,19.858958899974823,11.695114612579346,39.101829528808594,29.01161193847656
highest_max_temperature,79,24.47395440284714,69.29914647715614,107.78880190362821,28.542205010366253,80.7421001410846,83.31484750078107,128.24658341083185,97.15327126744508
lowest_min_temperature,13,19.190690517425537,26.66436983109689,32.48845148086548,19.77398147980372,20.301972750822703,13.297760963439941,39.44977951049805,31.87829971313477
