segment_id,profile_id,in_train,label_kmeans,label_gmm,label_hdbscan,label_kmedoids_dtw
68_827,68,True,0,2,-1,0
68_828,68,True,0,2,-1,1
68_829,68,True,0,2,-1,0
68_830,68,True,0,2,-1,1
68_831,68,True,0,2,-1,0
68_832,68,True,0,2,-1,1
68_833,68,True,0,1,-1,1
68_834,68,True,0,2,-1,0
68_835,68,True,0,2,0,1
68_836,68,True,0,2,-1,0
68_837,68,True,0,2,-1,1
68_838,68,True,0,2,-1,1
68_839,68,True,0,2,-1,1
68_840,68,True,0,2,-1,1
68_841,68,True,0,2,-1,1
68_842,68,True,0,2,0,1
68_843,68,True,1,1,-1,1
68_844,68,True,1,0,2,1
69_845,69,False,0,2,-1,1
69_846,69,False,0,2,-1,0
69_847,69,False,0,1,-1,1
69_848,69,False,0,2,0,1
69_849,69,False,0,2,-1,1
69_850,69,False,0,2,-1,0
69_851,69,False,0,2,-1,1
69_852,69,False,0,2,-1,1
69_853,69,False,0,2,-1,1
69_854,69,False,0,2,-1,1
69_855,69,False,0,2,-1,0
69_856,69,False,0,2,-1,1
69_857,69,False,0,2,0,1
69_858,69,False,0,2,-1,1
69_859,69,False,0,2,-1,0
69_860,69,False,0,2,0,1
69_861,69,False,0,2,-1,0
69_862,69,False,0,2,0,1
69_863,69,False,1,0,2,1
70_864,70,True,0,2,-1,1
70_865,70,True,0,2,-1,0
70_866,70,True,1,0,2,1
70_867,70,True,0,2,-1,1
70_868,70,True,0,2,-1,1
70_869,70,True,1,2,-1,1
70_870,70,True,0,1,-1,1
70_871,70,True,0,2,-1,1
70_872,70,True,0,2,-1,1
70_873,70,True,0,2,0,0
70_874,70,True,0,1,-1,1
70_875,70,True,1,0,2,1
70_876,70,True,0,2,-1,1
70_877,70,True,0,2,-1,1
70_878,70,True,0,2,-1,1
70_879,70,True,0,2,-1,1
70_880,70,True,1,0,2,1
70_881,70,True,0,2,-1,0
70_882,70,True,0,2,0,1
70_883,70,True,0,1,-1,1
70_884,70,True,0,2,-1,1
70_885,70,True,0,2,-1,1
70_886,70,True,1,0,2,1
71_887,71,False,0,2,-1,0
71_888,71,False,0,2,-1,1
71_889,71,False,1,2,-1,0
71_890,71,False,0,2,-1,1
71_891,71,False,1,0,2,1
71_892,71,False,0,2,-1,0
71_893,71,False,1,0,2,1
71_894,71,False,0,2,-1,1
71_895,71,False,0,2,-1,1
71_896,71,False,1,0,2,1
71_897,71,False,0,2,-1,1
71_898,71,False,0,2,-1,1
71_899,71,False,0,2,-1,0
71_900,71,False,1,2,-1,1
71_901,71,False,0,2,-1,1
71_902,71,False,0,2,-1,1
71_903,71,False,0,2,-1,0
71_904,71,False,0,2,-1,1
71_905,71,False,0,2,-1,0
71_906,71,False,0,2,-1,1
71_907,71,False,1,0,2,1
72_908,72,True,1,2,-1,0
72_909,72,True,0,2,0,1
72_910,72,True,0,2,-1,1
72_911,72,True,1,0,-1,1
72_912,72,True,1,0,2,1
72_913,72,True,1,0,-1,1
72_914,72,True,0,2,-1,0
72_915,72,True,0,2,-1,1
72_916,72,True,0,2,-1,1
72_917,72,True,1,0,2,1
72_918,72,True,0,2,0,0
72_919,72,True,0,2,-1,1
72_920,72,True,1,0,-1,1
72_921,72,True,0,2,-1,1
72_922,72,True,0,2,-1,1
72_923,72,True,1,1,-1,1
72_924,72,True,1,0,2,1
73_925,73,True,0,2,-1,0
73_926,73,True,0,2,0,1
73_927,73,True,0,2,-1,0
73_928,73,True,1,1,-1,1
73_929,73,True,0,2,-1,0
73_930,73,True,0,1,2,1
73_931,73,True,0,2,0,0
73_932,73,True,0,2,-1,1
73_933,73,True,0,2,-1,0
73_934,73,True,0,2,0,1
73_935,73,True,0,2,-1,0
73_936,73,True,1,0,2,1
73_937,73,True,0,2,-1,0
73_938,73,True,1,0,-1,1
73_939,73,True,0,2,-1,0
73_940,73,True,0,2,-1,1
73_941,73,True,0,2,-1,1
73_942,73,True,0,2,-1,1
73_943,73,True,0,2,-1,0
73_944,73,True,1,0,2,1
73_945,73,True,0,1,0,1
73_946,73,True,0,2,0,0
73_947,73,True,0,2,-1,1
73_948,73,True,0,2,-1,0
73_949,73,True,0,1,-1,1
73_950,73,True,1,1,-1,0
73_951,73,True,0,2,-1,0
73_952,73,True,1,0,-1,1
73_953,73,True,1,0,2,1
74_954,74,True,0,2,-1,1
74_955,74,True,0,2,-1,1
74_956,74,True,0,1,2,1
74_957,74,True,0,1,-1,1
74_958,74,True,0,2,-1,1
74_959,74,True,0,2,-1,0
74_960,74,True,0,1,-1,1
74_961,74,True,0,1,-1,1
74_962,74,True,0,2,-1,1
74_963,74,True,0,2,-1,0
74_964,74,True,1,2,-1,0
74_965,74,True,0,2,-1,1
74_966,74,True,0,2,-1,0
74_967,74,True,0,2,-1,1
74_968,74,True,0,2,-1,0
74_969,74,True,1,1,-1,1
74_970,74,True,0,2,0,1
74_971,74,True,0,2,0,1
74_972,74,True,0,2,-1,1
74_973,74,True,1,0,2,1
74_974,74,True,0,2,0,0
74_975,74,True,0,2,-1,1
74_976,74,True,0,2,-1,1
74_977,74,True,0,2,-1,1
74_978,74,True,0,1,-1,1
74_979,74,True,0,2,0,0
74_980,74,True,1,0,2,1
74_981,74,True,0,2,-1,0
74_982,74,True,0,2,-1,1
74_983,74,True,0,2,-1,0
74_984,74,True,0,1,-1,1
74_985,74,True,0,2,-1,1
74_986,74,True,1,0,-1,0
74_987,74,True,1,0,2,1
75_988,75,False,1,2,-1,1
75_989,75,False,0,2,-1,0
75_990,75,False,0,2,-1,1
75_991,75,False,0,2,-1,0
75_992,75,False,0,2,0,1
75_993,75,False,0,2,-1,1
75_994,75,False,0,2,0,0
75_995,75,False,1,0,2,1
75_996,75,False,0,2,0,1
75_997,75,False,0,2,-1,1
75_998,75,False,0,2,0,0
75_999,75,False,1,2,-1,1
75_1000,75,False,0,2,-1,1
75_1001,75,False,0,1,-1,1
75_1002,75,False,1,0,-1,1
76_1003,76,True,0,2,-1,0
76_1004,76,True,0,1,-1,1
76_1005,76,True,0,2,0,0
76_1006,76,True,0,2,-1,1
76_1007,76,True,0,2,0,1
76_1008,76,True,0,2,-1,0
76_1009,76,True,0,2,-1,1
76_1010,76,True,1,0,2,1
76_1011,76,True,0,2,-1,1
76_1012,76,True,0,2,-1,1
76_1013,76,True,0,2,0,0
76_1014,76,True,1,0,2,1
76_1015,76,True,0,2,-1,0
76_1016,76,True,0,2,-1,1
76_1017,76,True,0,2,-1,0
76_1018,76,True,1,0,2,1
76_1019,76,True,0,2,-1,0
76_1020,76,True,0,1,-1,1
76_1021,76,True,0,2,0,0
76_1022,76,True,0,2,-1,1
76_1023,76,True,1,0,2,1
76_1024,76,True,0,2,0,0
76_1025,76,True,1,1,-1,0
76_1026,76,True,0,2,0,0
76_1027,76,True,1,0,2,1
78_1028,78,True,0,2,0,0
78_1029,78,True,0,2,0,1
78_1030,78,True,1,1,-1,1
78_1031,78,True,0,2,-1,0
78_1032,78,True,0,2,-1,1
78_1033,78,True,0,2,-1,1
78_1034,78,True,0,2,0,1
78_1035,78,True,0,2,-1,0
78_1036,78,True,1,0,2,1
78_1037,78,True,0,2,-1,0
78_1038,78,True,1,0,2,1
79_1039,79,True,1,0,-1,0
79_1040,79,True,0,1,-1,1
79_1041,79,True,0,2,0,1
79_1042,79,True,0,2,-1,0
79_1043,79,True,1,2,-1,0
79_1044,79,True,0,2,-1,0
79_1045,79,True,0,2,-1,1
79_1046,79,True,1,1,-1,1
79_1047,79,True,0,2,0,0
79_1048,79,True,1,0,2,1
79_1049,79,True,0,1,2,1
79_1050,79,True,1,1,-1,0
79_1051,79,True,0,2,-1,1
79_1052,79,True,0,1,-1,1
79_1053,79,True,1,0,-1,1
79_1054,79,True,0,2,0,0
79_1055,79,True,0,1,-1,1
79_1056,79,True,1,2,-1,0
79_1057,79,True,0,2,-1,1
79_1058,79,True,0,2,-1,0
79_1059,79,True,0,2,0,1
79_1060,79,True,1,0,2,1
79_1061,79,True,0,1,-1,1
79_1062,79,True,0,2,-1,1
79_1063,79,True,0,2,0,0
79_1064,79,True,1,0,2,1
79_1065,79,True,0,2,-1,0
79_1066,79,True,0,1,-1,1
79_1067,79,True,0,2,0,1
79_1068,79,True,0,2,-1,0
79_1069,79,True,1,0,2,1
79_1070,79,True,0,2,-1,1
79_1071,79,True,0,2,-1,1
79_1072,79,True,0,2,-1,0
79_1073,79,True,0,2,-1,1
79_1074,79,True,0,2,0,1
79_1075,79,True,1,0,-1,1
80_1076,80,True,0,2,-1,1
80_1077,80,True,0,2,-1,1
80_1078,80,True,0,1,-1,1
80_1079,80,True,0,2,0,1
80_1080,80,True,0,2,-1,1
80_1081,80,True,0,2,-1,1
80_1082,80,True,0,2,-1,0
80_1083,80,True,0,2,-1,1
80_1084,80,True,0,2,-1,1
80_1085,80,True,0,2,-1,1
80_1086,80,True,0,2,0,0
80_1087,80,True,0,1,-1,1
80_1088,80,True,0,2,0,1
80_1089,80,True,0,2,-1,1
80_1090,80,True,0,2,-1,1
80_1091,80,True,1,0,2,1
80_1092,80,True,0,2,-1,0
80_1093,80,True,0,1,-1,1
80_1094,80,True,0,2,-1,0
80_1095,80,True,0,2,-1,1
80_1096,80,True,1,1,-1,1
80_1097,80,True,0,2,-1,0
80_1098,80,True,0,2,-1,1
80_1099,80,True,0,2,-1,0
80_1100,80,True,0,2,-1,1
80_1101,80,True,0,2,-1,0
80_1102,80,True,0,2,-1,1
80_1103,80,True,1,0,2,1
81_1104,81,True,0,2,-1,1
81_1105,81,True,1,1,-1,1
81_1106,81,True,0,2,-1,1
81_1107,81,True,0,2,-1,0
81_1108,81,True,0,2,-1,1
81_1109,81,True,0,2,0,1
81_1110,81,True,1,2,2,1
81_1111,81,True,0,2,-1,0
81_1112,81,True,0,2,-1,1
81_1113,81,True,0,1,-1,1
81_1114,81,True,1,1,-1,1
81_1115,81,True,0,2,-1,0
81_1116,81,True,0,1,-1,1
81_1117,81,True,1,0,-1,1
