segment_id,profile_id,in_train,label_kmeans,label_gmm,label_hdbscan,label_kmedoids_dtw
41_166,41,True,1,0,-1,0
41_167,41,True,1,0,2,1
42_168,42,True,1,0,2,0
42_169,42,True,1,0,2,0
42_170,42,True,1,0,-1,0
42_171,42,True,1,1,-1,0
42_172,42,True,1,0,2,0
42_173,42,True,1,0,2,0
42_174,42,True,1,0,-1,0
42_175,42,True,1,0,2,0
42_176,42,True,1,0,2,1
42_177,42,True,1,0,2,0
42_178,42,True,1,1,2,0
42_179,42,True,1,0,2,0
42_180,42,True,1,0,2,0
43_181,43,False,0,2,-1,0
43_182,43,False,0,2,-1,0
43_183,43,False,1,2,-1,0
43_184,43,False,1,2,-1,0
43_185,43,False,1,2,-1,0
43_186,43,False,1,1,-1,0
43_187,43,False,1,2,-1,0
43_188,43,False,0,2,-1,0
43_189,43,False,1,1,2,1
43_190,43,False,1,0,2,1
44_191,44,False,1,0,2,1
44_192,44,False,1,2,-1,0
44_193,44,False,1,0,-1,0
44_194,44,False,1,0,2,0
44_195,44,False,1,2,-1,0
44_196,44,False,1,0,2,1
44_197,44,False,1,0,2,1
44_198,44,False,1,2,-1,0
44_199,44,False,1,0,2,1
44_200,44,False,1,1,-1,1
44_201,44,False,1,0,-1,1
44_202,44,False,1,0,-1,1
44_203,44,False,1,0,-1,0
44_204,44,False,1,0,2,1
44_205,44,False,1,0,2,0
44_206,44,False,1,0,2,0
44_207,44,False,1,0,2,0
44_208,44,False,1,0,2,0
45_209,45,False,1,1,2,0
45_210,45,False,1,0,-1,0
45_211,45,False,1,0,2,1
45_212,45,False,1,0,2,0
45_213,45,False,1,0,2,0
45_214,45,False,1,1,-1,1
45_215,45,False,1,1,2,0
45_216,45,False,1,1,-1,0
45_217,45,False,1,1,2,0
45_218,45,False,1,0,2,0
45_219,45,False,1,0,-1,1
45_220,45,False,1,0,2,0
45_221,45,False,1,0,2,1
45_222,45,False,1,0,2,1
46_223,46,True,0,2,-1,0
46_224,46,True,0,2,-1,1
46_225,46,True,0,1,-1,1
46_226,46,True,0,2,-1,0
47_227,47,True,0,2,0,0
47_228,47,True,0,2,-1,1
47_229,47,True,0,1,-1,1
47_230,47,True,0,2,-1,0
48_231,48,True,1,1,-1,1
