Model,Dataset,profile_id,n_test,RMSE,MAE,R2,nRMSE
HistGB,CLUSTER_AWARE_CLASSICAL,2,256,8.857157219378522,6.87004280090332,-0.33483803272247314,0.3862203326011414
HistGB,CLUSTER_AWARE_CLASSICAL,6,1280,10.181608965817363,8.073386192321777,-0.040602922439575195,0.1472723160878212
HistGB,CLUSTER_AWARE_CLASSICAL,12,256,4.349116022902132,3.557126998901367,0.5247400999069214,0.18385914764133648
HistGB,CLUSTER_AWARE_CLASSICAL,14,256,6.2064433794732565,5.0294365882873535,0.5696423053741455,0.17265015884295276
HistGB,CLUSTER_AWARE_CLASSICAL,20,2304,12.784768364112955,10.951573371887207,0.5870387554168701,0.15518749826552428
HistGB,CLUSTER_AWARE_CLASSICAL,26,256,8.703158311763,7.650830268859863,0.8622915744781494,0.12175107500883722
HistGB,CLUSTER_AWARE_CLASSICAL,43,1280,15.772022170590851,13.423879623413086,-1.017822504043579,0.38454436059471464
HistGB,CLUSTER_AWARE_CLASSICAL,45,1792,12.482308036417608,10.413534164428711,0.4227573871612549,0.19735586154041268
HistGB,CLUSTER_AWARE_CLASSICAL,56,8960,9.68329750706605,8.214601516723633,0.29328757524490356,0.22462708286199262
HistGB,CLUSTER_AWARE_CLASSICAL,59,2048,13.416619405406538,12.295568466186523,-0.5254110097885132,0.2937628483565129
HistGB,CLUSTER_AWARE_CLASSICAL,65,6144,10.110781635137686,8.679954528808594,0.3740999102592468,0.15132166869885447
Ridge,CLUSTER_AWARE_GAN,2,256,10.253702750956869,8.1283540725708,-0.7889628410339355,0.44711732994908654
Ridge,CLUSTER_AWARE_GAN,6,1280,10.156022383266691,7.971219539642334,-0.03537929058074951,0.14690221787587254
Ridge,CLUSTER_AWARE_GAN,12,256,8.183054874859446,6.216535568237305,-0.6825196743011475,0.3459391486617503
Ridge,CLUSTER_AWARE_GAN,14,256,7.636384063957602,7.101649284362793,0.3484923243522644,0.21242809142326669
Ridge,CLUSTER_AWARE_GAN,20,2304,11.102113306071049,8.680243492126465,0.6885883212089539,0.13476264413720532
Ridge,CLUSTER_AWARE_GAN,26,256,22.165764276402275,18.61363983154297,0.10675173997879028,0.31008348146407333
Ridge,CLUSTER_AWARE_GAN,43,1280,10.037956681557274,7.971273899078369,0.18266737461090088,0.24473967840246072
Ridge,CLUSTER_AWARE_GAN,45,1792,10.904355122258456,8.25601863861084,0.5594770312309265,0.17240708957167825
Ridge,CLUSTER_AWARE_GAN,56,8960,8.712232772253602,7.527999401092529,0.42792218923568726,0.20210093012405356
Ridge,CLUSTER_AWARE_GAN,59,2048,14.017536079818859,12.037951469421387,-0.6651142835617065,0.30692018617509564
Ridge,CLUSTER_AWARE_GAN,65,6144,10.545278742051279,8.549406051635742,0.3191496729850769,0.15782451186525168
RandomForest,CLUSTER_AWARE_GAN,2,256,11.52794204860419,10.249277114868164,-1.261223316192627,0.5026811088412632
RandomForest,CLUSTER_AWARE_GAN,6,1280,10.440194336116493,7.965323448181152,-0.09413111209869385,0.15101263517866764
RandomForest,CLUSTER_AWARE_GAN,12,256,2.5411931414981943,2.2331037521362305,0.8377425670623779,0.10742909651697329
RandomForest,CLUSTER_AWARE_GAN,14,256,10.372128008692862,8.034051895141602,-0.20193159580230713,0.28853071537925534
RandomForest,CLUSTER_AWARE_GAN,20,2304,12.84731775929896,10.904349327087402,0.5829880237579346,0.15594675208072714
RandomForest,CLUSTER_AWARE_GAN,26,256,7.355938864507313,5.882739067077637,0.901625394821167,0.1029044207138673
RandomForest,CLUSTER_AWARE_GAN,43,1280,15.905537707375446,13.030192375183105,-1.0521302223205566,0.3877996595137098
RandomForest,CLUSTER_AWARE_GAN,45,1792,13.976235519686902,11.173383712768555,0.27631592750549316,0.22097612028417374
RandomForest,CLUSTER_AWARE_GAN,56,8960,9.658387771553963,8.148470878601074,0.29691892862319946,0.2240492423878297
RandomForest,CLUSTER_AWARE_GAN,59,2048,14.288855332697228,12.952013969421387,-0.7301969528198242,0.3128608418746523
RandomForest,CLUSTER_AWARE_GAN,65,6144,11.21386782533145,9.66738224029541,0.2300785779953003,0.1678308614638023
KNN,CLUSTER_AWARE_GAN,2,256,7.542610179689383,5.9376726150512695,0.031982481479644775,0.3288989164499433
KNN,CLUSTER_AWARE_GAN,6,1280,12.442134741230916,9.911905288696289,-0.5539677143096924,0.17996978734595515
KNN,CLUSTER_AWARE_GAN,12,256,2.636180319735663,2.33302640914917,0.8253858685493469,0.1114446853252808
KNN,CLUSTER_AWARE_GAN,14,256,26.833780162558163,22.142112731933594,-7.044660568237305,0.7464591432099287
KNN,CLUSTER_AWARE_GAN,20,2304,15.823165252052132,12.92800521850586,0.3674274682998657,0.19206898085073895
